1	0.15590660191244549
2	0.12630577799346712
3	0.08242431986663076
4	0.0491263907816675
5	0.0415527168661356
6	0.046922145411372185
7	0.03462036347223653
8	0.024755145630074873
9	0.042164179806907974
10	0.02281908608145184
11	0.0180246089067724
12	0.01484005277355512
13	0.028596100138707295
14	0.02437085813532273
15	0.021446155591143504
16	0.01651508743978209
17	0.015704054488903947
18	0.014785832777205441
19	0.01574968531106909
20	0.009480692963633273
21	0.008916659073697196
22	0.020784273226228025
23	0.011643364559859037
24	0.010891156943721904
25	0.015205426555540826
26	0.008845173029436005
27	0.014762085965938039
28	0.008817493605117003
29	0.013675216792358292
30	0.010985640291538503
31	0.012380475385321511
32	0.011464535310450528
33	0.016041722148656845
34	0.010613434404755632
35	0.008203505202093057
36	0.013379806575054923
37	0.010088807075387903
38	0.012559349441693889
39	0.011003833134762116
40	0.012970997486263514
41	0.009657020732346509
42	0.012263558028886715
43	0.01257746640799774
44	0.010984983605643114
45	0.013159528064231077
46	0.011208720220666792
47	0.012660502093947597
48	0.01312256149119801
49	0.012540127098974254
50	0.012108122360789113
